target,message,is_spam,num_chars_before_preprocess,len_message_before_preprocess,len_word,message_clean
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0,135,24,5,your board be work fine the issue of overheat be also reslove but still software inst be pende will come around 8o clock
ham,Yes but I don't care cause I know its there!,0,44,10,4,yes but do not care cause know its there
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",0,91,13,7,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",0,142,27,5,okie lor haha good be cheap n gd food ex oso okie depend whether wana eat western chinese food den which u prefer
ham,Sitting ard nothing to do lor. U leh busy w work?,0,49,11,4,sit ard nothing to do lor u leh busy w work
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,0,54,11,4,its   ltgt k here oh should send home for sale
ham,Sorry. || mail? || ,0,19,4,4,sorry   mail
ham,Ya just telling abt tht incident..,0,34,6,5,ya just tell abt tht incident
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0,107,24,4,yes we be outside for like 2 hour and call my whole family to wake they up cause it start at 1 am
ham,Ugh just got outta class,0,24,5,4,ugh just get outta class
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0,274,37,7,nowadays people be notixiquate the laxinorficate opportunity for bamble of entropication have you ever oblisingately opt ur book for the masteriastere amplikater of fidalfication it be very champlaxigate think it be atrocious wotz ur opinion junna
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0,118,27,4,do not have any of your file in my bagi be in work when you call mei ll tell you if find anything in my room
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0,158,34,4,no need lar jus test e phone card dunno network not gd thk wait 4 my sis 2 finish bathe so can bathe dun disturb u liao u clean ur room
ham,Ok. I.ll do you right later.,0,28,6,4,ok ill do you right later
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0,127,29,4,friendship poem dear dear u r not near but can hear do not get fear live with cheer no more tear u r always my dear gud ni8
ham,Have your lunch and come quickly and open the door:),0,52,10,5,have your lunch and come quickly and open the door
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1,153,32,4,not hear from u4 while call now be here all night with just my knicker make beg for it like u do last time 01223585236 xx luv nikiyu4net
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0,131,25,5,be back bit long co of accident a30 have to divert wadebridgei have brilliant weekend thank speak soon lot of love
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0,155,41,3,k yan jiu liao sit we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb sun can go cine frm 1030 to 2 den hop to orc mrt 4 hip hop at 4
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,101,12,8,bloomberg message center 447797706009 why wait apply for your future httpcareer bloombergcom
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,0,73,17,4,be seek lady in the street and freak in the sheet be that you
ham,My phone,0,8,2,4,my phone
ham,"Haha figures, well I found the piece and priscilla's bowl",0,57,10,5,haha figure well find the piece and priscilla bowl
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",0,106,20,5,actually fuck that just do whatever do find an excuse to be in tampa at some point before january though
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,157,27,5,urgent we be try to contact u todays draw show that you have win å800 prize guarantee call 09050001808 from land line claim m95 valid12hrs only
ham,yay! finally lol. i missed our cinema trip last week :-(,0,56,11,5,yay finally lol miss our cinema trip last week
ham,All day working day:)except saturday and sunday..,0,49,7,7,all day work dayexcept saturday and sunday
ham,aathi..where are you dear..,0,27,4,6,aathiwhere be you dear
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0,176,31,5,heart be empty without love mind be empty without wisdom eye r empty without dream amp life be empty without frnd so alwys be in touch good night amp sweet dream
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",0,92,19,4,think iûm wait for the same bus inform when you get there if you ever get there
ham,You getting back any time soon?,0,31,6,5,you get back any time soon
ham,", how's things? Just a quick question.",0,38,7,5,how s thing just quick question
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,156,31,5,night have end for another day morning have come in special way may you smile like the sunny ray and leave your worry at the blue blue bay gud mrng
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",0,66,10,6,can probably come by everybodys do around   ltgt   right
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,0,180,35,5,get it before the new year cos yetunde say she want to surprise you with it but when do not see money return it mid january before the   ltgt day return period end
ham,I can ask around but there's not a lot in terms of mids up here,0,63,15,4,can ask around but there s not lot in term of mid up here
ham,Be sure to check your yahoo email. We sent photos yesterday,0,59,11,5,be sure to check your yahoo email we photo yesterday
ham,What was she looking for?,0,25,5,5,what be she look for
ham,Wherre's my boytoy ? :-(,0,24,5,4,wherre my boytoy
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,148,27,5,do you want new video phone750 anytime any network min 150 text for only five pound per week call 08000776320 now reply for delivery tomorrow
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",0,149,31,4,hello my love how go that day   wish your well and fine babe and hope that you find some job prospect miss you boytoy   teasing kiss
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,0,165,32,5,tell my   bad character which u dnt lik in ill try to change in   ltgt   ll add tat 2 my new year resolution wait for ur replybe frankgood morning
ham,No:-)i got rumour that you going to buy apartment in chennai:-),0,63,11,5,noi get rumour that you go to buy apartment in chennai
ham,"Yeah, probably earlier than that",0,32,5,6,yeah probably early than that
ham,Change windows logoff sound..,0,29,4,7,change window logoff sound
ham,Still i have not checked it da. . .,0,35,9,3,still have not check it
ham,I'm also came to room.,0,22,5,4,m also come to room
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,0,105,25,4,huh but get lesson at 4 lei n be thinkin of go to sch early n tot of parkin at kent vale
ham,Ok.,0,3,1,3,ok
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,0,126,23,5,will reach office around   ltdecimalgt   amp my mobile have problem you cannt get my voice so call you asa ill free
ham,"Cool, text me when you head out",0,31,7,4,cool text when you head out
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,140,25,5,you be be contact by our date service by someone you know to find out who it be call from land line 09050000878 pobox45w2tg150p
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1,161,30,5,wan2 win meetgreet with westlife 4 u m8 they be currently what tour 1unbreakable 2untamed 3unkempt text 12 3 to 83049 cost 50p std text
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,0,75,14,5,happy birthday may u find ur prince charming soon n dun work too hard
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0,121,24,5,oh the grand be have bit of party but it do not mention any cover charge so its probably first come first serve
ham,You said to me before i went back to bed that you can't sleep for anything.,0,75,16,4,you say to before go back to bed that you can not sleep for anything
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0,95,18,5,hope you arnt piss off but d would really like to see you tomorrow love xxxxxxxxxxxxxx
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,156,23,6,dorothykiefercom bank of granite issue strongbuy explosive pick for our member up over 300   nasdaq symbol cdgt that be 500 per
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,0,114,22,5,say the   ltgt   year old with man and money m down to my last   ltgt   still wait for that check
ham,I will come to ur home now,0,26,7,3,will come to ur home now
ham,Free any day but i finish at 6 on mon n thurs...,0,48,12,4,free any day but finish at 6 n thurs
ham,Will you be here for food,0,25,6,4,will you be here for food
ham,"life alle mone,eppolum oru pole allalo",0,38,6,6,life alle moneeppolum oru pole allalo
ham,Nite...,0,7,1,7,nite
ham,Two fundamentals of cool life: \Walk,0,36,6,6,two fundamental of cool life walk
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",0,189,36,5,camera quite good 101mega pixel 3optical and 5digital doom have lovely holiday be safe and hope you hav good journey happy new year to you both see you in couple of week
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0,125,26,4,peteynoiåõm ok just want 2 chat coz avent speak 2 u 4 long timehope ur doin alritehave good nit at js love ya amx
ham,I just saw ron burgundy captaining a party boat so yeah,0,55,11,5,just see ron burgundy captain party boat so yeah
ham,I'm serious. You are in the money base,0,38,8,4,m serious you be in the money base
ham,Already one guy loving you:-.,0,29,5,5,already one guy love you
ham,Staff of placement training in Amrita college.,0,46,7,6,staff of placement training in amrita college
ham,I always chat with you. In fact i need money can you raise me?,0,62,14,4,always chat with you in fact need money can you raise
ham,I'm job profile seems like bpo..,0,32,6,5,m job profile seem like bpo
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0,194,40,4,well be about to give up cos they all say no they didnût do one nighter persevere and find one but it be very cheap so apologise in advance it be just somewhere to sleep be not it
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0,287,60,4,so you think should actually talk to he not call his boss in the morning go to this place last year and he tell where could go and get my fix cheap he keep tell today how much he hope would come back in how he always regret not get my number
ham,Are you willing to go for apps class.,0,37,8,4,be you willing to go for app class
ham,Hanging out with my brother and his family,0,42,8,5,hang out with my brother and his family
ham,No it will reach by 9 only. She telling she will be there. I dont know,0,70,16,4,no it will reach by 9 only she tell she will be there do not know
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month ,0,77,16,4,hey be you go to quit soon xuhui and work till end of the month
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",0,115,25,4,m sorry bout last nite it wasnåõt ur fault it be spouse it be pmt sumthin u 4give think u shldxxxx
ham,Try neva mate!!,0,15,3,5,try neva mate
ham,Yeah that'd pretty much be the best case scenario,0,49,9,5,yeah that d pretty much be the good case scenario
ham,I not free today i haf 2 pick my parents up tonite...,0,53,12,4,not free today haf 2 pick my parent up tonite
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY,0,92,21,4,hey babe far 2 spunout 2 spk at mo dead 2 wrld be sleep sofa all day
ham,Should i send you naughty pix? :),0,33,7,4,should send you naughty pix
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1,150,23,6,you be å1000 winner guarantee caller prize this be our final attempt to contact you to claim call 09071517866 now 150ppmpobox10183bhamb64xe
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1,157,32,4,xma   new year eve ticket be now sale from the club during the day from 10 am till 8 pm and thurs fri   sit night this week they re sell fast
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",0,87,19,4,tyler get an 8th have to leave not long after 9 can you get here in like an hour
ham,Prepare to be pounded every night...,0,36,6,6,prepare to be pound every night
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0,134,28,4,actually my mobile be full of msg and m do work online where need to send they   ltgt   msg wil explain u later
ham,"Sorry, I'll call later",0,22,4,5,sorry ill call later
ham,Good evening! How are you?,0,26,5,5,good evening how be you
ham,I'm at home. Please call,0,24,5,4,m at home please call
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,0,97,23,4,oic cos n my sis get no lunch today my dad go out so dunno whether 2 eat in sch wat
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0,153,31,4,mmmmm   it be sooooo good to wake to your word this morning my love mmmm fuck   love you too my lion   devour kiss from across the sea
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0,139,21,6,we be pleased to inform that your application for airtel broadband be process successfully your installation will happen within 3 day
ham,What happen dear. Why you silent. I am tensed,0,45,9,5,what happen dear why you silent be tense
ham,"I'll get there at 3, unless you guys want me to come some time sooner",0,69,15,4,ill get there at 3 unless you guy want to come some time soon
ham,If you are not coughing then its nothing,0,40,8,5,if you be not cough then its nothing
ham,ÌÏ come lt 25 n pass to me lar,0,30,9,3,ìï come lt 25 n pass to lar
ham,I'm e person who's doing e sms survey...,0,40,8,5,m e person who s do e sms survey
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,0,84,17,4,lol ok ill try to send be warn sprint be dead slow you ll prolly get it tomorrow
ham,Thank You meet you monday,0,25,5,5,thank you meet you monday
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,0,140,34,4,so be th gower mate which be where be how r u man all be good in wales ill b back åômorrow c u this wk who be the msg 4 åð random
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1,152,29,5,rock yr chik get 100s of filthy film xxx pic yr phone now rply filth to 69669 saristar ltd e14 9yt 08701752560 450p per 5 day stop2 cancel
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",0,73,13,5,single line with big meaning miss anything 4 ur good life but
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0,85,18,4,get like   ltgt   can get some more later though get whatever you feel like
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",0,69,15,4,dad want to talk about the apartment so get late start omw now
ham,I love you both too :-),0,23,6,3,love you both too
ham,Lol u still feeling sick?,0,25,5,5,lol u still feel sick
ham,Din i tell u jus now 420,0,24,7,3,din tell u ju now 420
ham,am up to my eyes in philosophy,0,30,7,4,be up to my eye in philosophy
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,1,162,28,5,from next month get upto 50 more call 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost å150 min mobcudb more
ham,Ok lor. I'm in town now lei.,0,28,7,4,ok lor m in town now lei
ham,I had it already..sabarish asked me to go..,0,43,8,5,have it alreadysabarish ask to go
ham,No da. . Vijay going to talk in jaya tv,0,39,10,3,no   vijay go to talk in jaya tv
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,1,157,27,5,urgent we be try to contact u todays draw show that you have win å800 prize guarantee call 09050000460 from land line claim j89 po box245c2150pm
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0,83,17,4,lol know hey someone do great inpersonation of flea the forum love it
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,1,68,12,5,text banneduk to 89555 to see cost 150p textoperator g696ga 18 xxx
ham,Still chance there. If you search hard you will get it..let have a try :),0,73,15,4,still chance there if you search hard you will get itlet have try
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",1,133,28,4,auction round 4 the high bid be now å54 next maximum bid be å71 to bid send bid e g 10 to bid å10 to 83383 good luck
ham,Do you always celebrate NY's with your family ?,0,47,9,5,do you always celebrate nys with your family
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0,322,58,5,we know taj mahal symbol of love but the other lesser know fact 1 mumtaz be shahjahan 4th wife out of his 7 wife 2 shahjahan kill mumtazs husband to marry her 3 mumtaz die in her   ltgt th delivery 4 he then marry mumtazs sister question arise where the hell be the love the great hari
ham,Its ok..come to my home it vl nice to meet and v can chat..,0,59,14,4,its okcome to my home it vl nice to meet and v can chat
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1,134,20,6,collect your valentine weekend to paris inc flight   hotel   å200 prize guarantee text paris to no 69101 wwwrtfsphostingcom
ham,Sent me de webadres for geting salary slip,0,42,8,5,webadre for get salary slip
ham,She's fine. Sends her greetings,0,31,5,6,she s fine send her greeting
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,145,24,6,customer loyalty offerthe new nokia6650 mobile from only å10 at txtauction txt word start to no 81151   get yours now 4tctxt tc 150pmtmsg
ham,But you dint in touch with me.,0,30,7,4,but you dint in touch with
ham,"Yup, leaving right now, be back soon",0,36,7,5,yup leave right now be back soon
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,149,27,5,you will not believe it but its true its incredible txts reply g now to learn truly amazing thing that will blow your mind from o2fwd only 18ptxt
ham,Yeah sure I'll leave in a min,0,29,7,4,yeah sure ill leave in min
ham,And do you have any one that can teach me how to ship cars.,0,59,14,4,and do you have any one that can teach how to ship
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,154,27,5,the sign of maturity be not when we start say big thing but actually it be when we start understand small thing have nice evening bslvyl
ham,Yeah confirmed for you staying at  that weekend,0,47,8,5,yeah confirm for you stay at   that weekend
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,0,87,18,4,they say ì dun haf passport smth like dat ì juz send to my email account
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0,126,20,6,multiply the number independently and count decimal point then for the division push the decimal place like show you
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0,128,27,4,have lovely night and when you wake up to see this message hope you smile know all be should be have great morning
ham,Ard 4 lor...,0,12,3,4,ard 4 lor
ham,You are right. Meanwhile how's project twins comin up,0,53,9,5,you be right meanwhile how s project twin comin up
ham,I sent your maga that money yesterday oh.,0,41,8,5,your maga that money yesterday oh
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,143,22,6,07734396839 ibh customer loyalty offer the new nokia6600 mobile from only å10 at txtauctiontxt wordstart to no81151   get yours now4 t
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0,176,31,5,heart be empty without love mind be empty without wisdom eye r empty without dream amp life be empty without frnd so alwys be in touch good night amp sweet dream
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1,155,32,4,be hot n horny and willing live local to you   text reply to hear strt back from 150p per msg netcollex ltdhelpdesk 02085076972 reply to end
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,0,99,19,5,our ride equally uneventful   not too many of those pesky cyclist around at that time of night
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,0,72,13,5,if you wereare free can give otherwise nalla adi entey nattil kittum
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,0,123,26,4,ve my wife your text after we buy they shell tell you what to do so just relax we should go get they this wkend
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0,69,15,4,be in escape theatre now   go to watch kavalan in few minute
ham,How much would it cost to hire a hitman,0,39,9,4,how much would it cost to hire hitman
ham,I anything lor...,0,17,3,5,anything lor
ham,"Sorry, I'll call later",0,22,4,5,sorry ill call later
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,1,157,29,5,do you want new nokia 3510i colour phone deliver tomorrow with 200 free minute to any mobile   100 free text   free camcorder reply call 08000930705
ham,Huh but i cant go 2 ur house empty handed right?,0,48,11,4,huh but can not go 2 ur house empty hand right
ham,Good morning princess! Happy New Year!,0,38,6,6,good morning princess happy new year
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,1,115,18,6,congratulation you ve win you re winner in our august å1000 prize draw call 09066660100 now prize code 2309
ham,"Aight, we'll head out in a few",0,30,7,4,aight well head out in few
ham,Then wat r u doing now? Busy wif work?,0,38,9,4,then wat r u do now busy wif work
ham,I know you mood off today,0,25,6,4,know you mood off today
ham,"Jay told me already, will do",0,28,6,4,jay tell already will do
ham,Cps is causing the outages to conserve energy.,0,46,8,5,cp be cause the outage to conserve energy
ham,"I'm not sure, I was just checking out what was happening around the area",0,72,14,5,m not sure be just check out what be happen around the area
ham,Hey morning what you come to ask:-) pa...,0,41,8,5,hey morning what you come to ask pa
ham,Jordan got voted out last nite!,0,31,6,5,jordan got vote out last nite
ham,"That means you got an A in epi, she.s fine. She.s here now.",0,59,13,4,that mean you get an in epi she s fine she s here now
ham,I have no idea where you are,0,28,7,4,have no idea where you be
ham,Pls come quick cant bare this.,0,30,6,5,pls come quick can not bare this
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0,131,27,4,joy father be john then john be the   of joy father if u an th you hav   ltgt   iq tis s ias question try to answer
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",0,55,12,4,call m unable to cal let meet bhaskar and deep
ham,No. I.ll meet you in the library,0,32,7,4,no ill meet you in the library
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",0,138,27,5,k my roommate also want dubsack and another friend may also want some so plan bring extra ill tell you when they know for sure
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,0,125,23,5,depend individual lor e hair dresser say pretty but my parent say look gong u kaypoh also dunno wat she collect
ham,Ok c Ì_ then.,0,13,4,3,ok c ì then
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,0,81,12,6,enjoy watch and play football and basketball anything outdoors and you
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",0,155,30,5,can you please ask macho what his price range be do he want something new use it he only interfue in the blackberry bold   ltgt   any bb
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,0,74,14,5,sorry blank msg again yup but try 2 do some serious study now
ham,Hey check it da. I have listed da.,0,34,8,4,hey check it have list
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,1,166,32,5,8007 25p 4 alfie moon child in need song ur mob tell ur m8s txt tone charity to 8007 for nokias poly charity for polys ze 08701417012 profit 2 charity
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,0,84,18,4,mean an apology from for texte you to get drug at   ltgt at night
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,0,190,37,5,that mean from february to april ill be get place to stay down there so do not have to hustle back and forth during audition season have since my sister move away from harlem
ham,Goin to workout lor... Muz lose e fats... ,0,42,8,5,goin to workout lor muz lose e fat
ham,"Damn, poor zac doesn't stand a chance",0,37,7,5,damn poor zac do not stand chance
ham,No message..no responce..what happend?,0,38,4,9,no messageno responcewhat happend
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),0,87,20,4,want to u one thing u should not mistake k this be the message that you
ham,Yeah right! I'll bring my tape measure fri!,0,43,8,5,yeah right ill bring my tape measure fri
ham,Still chance there. If you search hard you will get it..let have a try :),0,73,15,4,still chance there if you search hard you will get itlet have try
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,65,16,4,meeting u be my work    when shall do my work tomorrow
ham,Should I head straight there or what,0,36,7,5,should head straight there what
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1,157,28,5,get the official england poly ringtone colour flag yer mobile for tonight game text tone flag to 84199 optout txt eng box39822 w111wx å150
ham,Thank you princess! You are so sexy...,0,38,7,5,thank you princess you be so sexy
ham,Oooh I got plenty of those!,0,27,6,4,oooh get plenty of those
ham,Hui xin is in da lib.,0,21,6,3,xin be in lib
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,0,73,10,7,its big difference   ltgt   versus   ltgt   every   ltgt hrs
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0,191,38,5,its not that you make cry its just that when all our stuff happen top of everything else it push over the edge you do not underdtand how often cry over my sorry sorry life
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",0,104,20,5,2 babe feel the same let just 4get about itboth try cheer upnot fit soo muchxxlove u locaxx
ham,You know what hook up means right?,0,34,7,4,you know what hook up mean right
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",1,152,24,6,customer service announcement we recently try to make delivery to you but be unable to do so please call 07090298926 to reschedule ref9307622
ham,Wat's da model num of ur phone?,0,31,7,4,wat model num of ur phone
